"transaction_id","posted_at","fiscal_year","fiscal_period","vendor_name","vendor_id","supplier_country","gl_account","account_name","department","cost_center","region","currency","fx_rate_used","amount_original","amount_usd","debit","credit","invoice_number","po_number","payment_method","posted_by","approved_by","approval_status","document_status","related_party_flag","risk_hint","description"
"TRX-000090","2026-04-01 15:30:00","2026","P04","Zenith Consulting","V-0051","India","6100","Travel and expense","Finance","CC-071","India","USD","1","-35260","-35260","0","35260","INV-003330","","ACH","a.anand","a.anand","self_approved","complete","N","normal","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000091","2026-04-02 18:43:00","2026","P04","Mehta Family Holdings","V-0080","UK","6600","Legal fees","IT","CC-078","UK","INR","0.012","2970750","35649","35649","0","INV-003367","PO-002821","Manual journal","n.patel","j.martin","approved","missing_sow","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000092","2026-04-03 21:56:00","2026","P04","Vertex Components","V-0109","APAC","6100","Travel and expense","Legal","CC-005","APAC","EUR","1.08","33368.52","36038","36038","0","INV-003404","PO-002852","UPI","rkumar","c.reed","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000093","2026-04-05 00:09:00","2026","P04","Unknown Vendor","V-0138","India","6600","Legal fees","Executive","CC-012","India","GBP","1.27","28682.68","36427","36427","0","INV-003441","PO-002883","Check","s.iyer","v.shah","approved","pending_registry","N","document_gap","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000094","2026-04-06 03:22:00","2026","P04","SkyHigh Travel","V-0167","UK","6100","Travel and expense","Operations","CC-019","UK","SGD","0.74","49751.35","36816","36816","0","INV-003478","PO-002914","Corporate card","m.lee","r.menon","approved","manual_override","N","document_gap","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000095","2026-04-07 06:35:00","2026","P04","GreenLeaf Facilities","V-0196","APAC","6600","Legal fees","Procurement","CC-026","APAC","USD","1","37205","37205","37205","0","INV-003515","PO-002945","Wire","p.nair","n.patel","approved","duplicate_support","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000096","2026-04-07 09:48:00","2026","P04","Test Supplier LLC","V-0225","India","6100","Travel and expense","Facilities","CC-033","India","INR","0.012","3132833.33","37594","37594","0","INV-003552","","ACH","admin","p.nair","approved","complete","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000097","2026-04-08 12:01:00","2026","P04","Staples Inc","V-0254","UK","6600","Legal fees","Sales","CC-040","UK","EUR","1.08","53703.7","58000","58000","0","INV-003589","PO-003007","Manual journal","l.ortiz","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000098","2026-04-09 15:14:00","2026","P04","Omega Legal LLP","V-0283","APAC","6100","Travel and expense","HR","CC-047","APAC","GBP","1.27","30214.17","38372","38372","0","INV-003626","PO-003038","UPI","j.martin","a.anand","manual_override","unsigned_invoice","N","document_gap","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000099","2026-04-10 18:27:00","2026","P04","Rao Family Trust","V-0312","India","6600","Legal fees","Marketing","CC-054","India","SGD","0.74","-52379.73","-38761","0","38761","INV-003663","PO-003069","Check","system","j.martin","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000100","2026-04-11 21:40:00","2026","P04","Northstar Advisory","V-0021","UK","6100","Travel and expense","Finance","CC-061","UK","USD","1","39150","39150","39150","0","INV-003700","PO-003100","Corporate card","a.anand","c.reed","approved","manual_override","N","document_gap","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000101","2026-04-13 00:53:00","2026","P04","Nova Cloud Services","V-0050","APAC","6600","Legal fees","IT","CC-068","APAC","INR","0.012","3294916.67","39539","39539","0","INV-003737","PO-003131","Wire","n.patel","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000102","2026-04-14 03:06:00","2026","P04","Atlas Hardware","V-0079","India","6100","Travel and expense","Legal","CC-075","India","EUR","1.08","36970.37","39928","39928","0","INV-003774","","ACH","rkumar","r.menon","approved","complete","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000103","2026-04-15 06:19:00","2026","P04","Keller Logistics","V-0108","UK","6600","Legal fees","Executive","CC-002","UK","GBP","1.27","31745.67","40317","40317","0","INV-003811","PO-003193","Manual journal","s.iyer","n.patel","approved","missing_sow","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000104","2026-04-15 09:32:00","2026","P04","Metro Office Supply","V-0137","APAC","6100","Travel and expense","Operations","CC-009","APAC","SGD","0.74","55008.11","40706","40706","0","INV-003848","PO-003224","UPI","m.lee","p.nair","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000105","2026-04-16 12:45:00","2026","P04","Swift Courier","V-0166","India","6600","Legal fees","Procurement","CC-016","India","USD","1","41095","41095","41095","0","INV-003885","PO-003255","Check","p.nair","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000106","2026-04-17 15:58:00","2026","P04","BluePeak Software","V-0195","UK","6100","Travel and expense","Facilities","CC-023","UK","INR","0.012","3457000","41484","41484","0","INV-003922","PO-003286","Corporate card","admin","a.anand","approved","manual_override","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000107","2026-04-18 18:11:00","2026","P04","Pioneer Freight","V-0224","APAC","6600","Legal fees","Sales","CC-030","APAC","EUR","1.08","38771.3","41873","41873","0","INV-003959","PO-003317","Wire","l.ortiz","j.martin","approved","duplicate_support","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000108","2026-04-19 21:24:00","2026","P04","Crescent Contractors","V-0253","India","6100","Travel and expense","HR","CC-037","India","GBP","1.27","-33277.17","-42262","0","42262","INV-003996","","ACH","j.martin","c.reed","approved","complete","N","normal","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000109","2026-04-21 00:37:00","2026","P04","AdReach Media","V-0282","UK","6600","Legal fees","Marketing","CC-044","UK","SGD","0.74","57636.49","42651","42651","0","INV-004033","PO-003379","Manual journal","system","v.shah","approved","missing_sow","N","sod_review","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000110","2026-04-22 03:50:00","2026","P04","Zenith Consulting","V-0311","APAC","6100","Travel and expense","Finance","CC-051","APAC","USD","1","43040","43040","43040","0","INV-004070","PO-003410","UPI","a.anand","r.menon","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000111","2026-04-23 06:03:00","2026","P04","Mehta Family Holdings","V-0020","India","6600","Legal fees","IT","CC-058","India","INR","0.012","3619083.33","43429","43429","0","INV-004107","PO-003441","Check","n.patel","n.patel","self_approved","pending_registry","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000112","2026-04-23 09:16:00","2026","P04","Vertex Components","V-0049","UK","6100","Travel and expense","Legal","CC-065","UK","EUR","1.08","40572.22","43818","43818","0","INV-004144","PO-003472","Corporate card","rkumar","p.nair","manual_override","manual_override","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000113","2026-04-24 12:29:00","2026","P04","Unknown Vendor","V-0078","APAC","6600","Legal fees","Executive","CC-072","APAC","GBP","1.27","34808.66","44207","44207","0","INV-004181","PO-003503","Wire","s.iyer","m.lee","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000114","2026-04-25 15:42:00","2026","P04","SkyHigh Travel","V-0107","India","6100","Travel and expense","Operations","CC-079","India","SGD","0.74","60264.86","44596","44596","0","INV-004218","","ACH","m.lee","a.anand","approved","complete","N","normal","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000115","2026-04-26 18:55:00","2026","P04","GreenLeaf Facilities","V-0136","UK","6600","Legal fees","Procurement","CC-006","UK","USD","1","44985","44985","44985","0","INV-004255","PO-003565","Manual journal","p.nair","j.martin","approved","missing_sow","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000116","2026-04-27 21:08:00","2026","P04","Test Supplier LLC","V-0165","APAC","6100","Travel and expense","Facilities","CC-013","APAC","INR","0.012","3781166.67","45374","45374","0","INV-004292","PO-003596","UPI","admin","c.reed","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000117","2026-04-29 00:21:00","2026","P04","Staples Inc","V-0194","India","6600","Legal fees","Sales","CC-020","India","EUR","1.08","-42373.15","-45763","0","45763","INV-004329","PO-003627","Check","l.ortiz","v.shah","approved","pending_registry","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000118","2026-04-30 03:34:00","2026","P04","Omega Legal LLP","V-0223","UK","6100","Travel and expense","HR","CC-027","UK","GBP","1.27","36340.16","46152","46152","0","INV-004366","PO-003658","Corporate card","j.martin","r.menon","approved","manual_override","N","document_gap","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000119","2026-05-01 06:47:00","2026","P05","Rao Family Trust","V-0252","APAC","6600","Legal fees","Marketing","CC-034","APAC","SGD","0.74","62893.24","46541","46541","0","INV-004403","PO-003689","Wire","system","n.patel","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000120","2026-05-01 09:00:00","2026","P05","Northstar Advisory","V-0281","India","6100","Travel and expense","Finance","CC-041","India","USD","1","46930","46930","46930","0","INV-004440","","ACH","a.anand","p.nair","approved","complete","N","normal","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000121","2026-05-02 12:13:00","2026","P05","Nova Cloud Services","V-0310","UK","6600","Legal fees","IT","CC-048","UK","INR","0.012","3943250","47319","47319","0","INV-004477","PO-003751","Manual journal","n.patel","m.lee","approved","missing_sow","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000122","2026-05-03 15:26:00","2026","P05","Atlas Hardware","V-0019","APAC","6100","Travel and expense","Legal","CC-055","APAC","EUR","1.08","44174.07","47708","47708","0","INV-004514","PO-003782","UPI","rkumar","a.anand","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000123","2026-05-04 18:39:00","2026","P05","Keller Logistics","V-0048","India","6600","Legal fees","Executive","CC-062","India","GBP","1.27","37795.28","48000","48000","0","INV-004551","PO-003813","Check","s.iyer","j.martin","approved","pending_registry","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000124","2026-05-05 21:52:00","2026","P05","Metro Office Supply","V-0077","UK","6100","Travel and expense","Operations","CC-069","UK","SGD","0.74","65521.62","48486","48486","0","INV-004588","PO-003844","Corporate card","m.lee","c.reed","approved","manual_override","N","document_gap","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000125","2026-05-07 00:05:00","2026","P05","Swift Courier","V-0106","APAC","6600","Legal fees","Procurement","CC-076","APAC","USD","1","48875","48875","48875","0","INV-004625","PO-003875","Wire","p.nair","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000126","2026-05-08 03:18:00","2026","P05","BluePeak Software","V-0135","India","6100","Travel and expense","Facilities","CC-003","India","INR","0.012","-4105333.33","-49264","0","49264","INV-004662","","ACH","admin","r.menon","manual_override","complete","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000127","2026-05-09 06:31:00","2026","P05","Pioneer Freight","V-0164","UK","6600","Legal fees","Sales","CC-010","UK","EUR","1.08","45975","49653","49653","0","INV-004699","PO-003937","Manual journal","l.ortiz","n.patel","approved","missing_sow","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000128","2026-05-09 09:44:00","2026","P05","Crescent Contractors","V-0193","APAC","6100","Travel and expense","HR","CC-017","APAC","GBP","1.27","39403.15","50042","50042","0","INV-004736","PO-003968","UPI","j.martin","p.nair","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000129","2026-05-10 12:57:00","2026","P05","AdReach Media","V-0222","India","6600","Legal fees","Marketing","CC-024","India","SGD","0.74","68150","50431","50431","0","INV-004773","PO-003999","Check","system","m.lee","approved","pending_registry","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000130","2026-05-11 15:10:00","2026","P05","Zenith Consulting","V-0251","UK","6100","Travel and expense","Finance","CC-031","UK","USD","1","50820","50820","50820","0","INV-004810","PO-004030","Corporate card","a.anand","a.anand","self_approved","manual_override","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000131","2026-05-12 18:23:00","2026","P05","Mehta Family Holdings","V-0280","APAC","6600","Legal fees","IT","CC-038","APAC","INR","0.012","4267416.67","51209","51209","0","INV-004847","PO-004061","Wire","n.patel","j.martin","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
